index,participant_code,utterance
3892,234-1,So she heads off.
3893,234-1,"to the ball, of course, the prince, the handsome prince falls in love with her immediately."
3894,234-1,They dance all night.
3895,234-1,They have a wonderful time.
3896,234-1,The clock starts to strike midnight.
3897,234-1,and she runs away.
3898,234-1,because she knows.
3899,234-1,that she's going.
3900,234-1,to be turned back into a scullery maid.
3901,234-1,So she runs away and in.
3902,234-1,that process loses one of her glass slippers.
3903,234-1,And uh she makes it back out into the street.
3904,234-1,"before anybody sees her turn into a drudge, and all."
3905,234-1,that 's left is the slipper.
3906,234-1,"that the prince finds,."
3907,234-1,And he decides.
3908,234-1,or His solution.
3909,234-1,to look for the woman of his dreams and the the woman he's going.
3910,234-1,to marry is.
3911,234-1,to go to all households in the Country or whatever size arrangement they have there.
3912,234-1,"to pick up,."
3913,234-1,"to find who fits into that slipper, that person will be the person."
3914,234-1,that he marries.
3915,234-1,He shows up at the house.
3916,234-1,"and the stepmother is not, she tries it on, can't do it."
3917,234-1,"In one of the grizzly stories of this, one of the stepsisters cuts off her toes."
3918,234-1,To try.
3919,234-1,to fit into the shoe.
3920,234-1,and the other stepsister cuts off her heel.
3921,234-1,to try.
3922,234-1,"to fit in the shoe,."
3923,234-1,but I don't know.
3924,234-1,if the Disney version had.
3925,234-1,"that Um,."
3926,234-1,"that was, I think, in the darker original."
3927,214-1,"OK, once upon a time."
3928,214-1,There was a woman who had two not very attractive looking and not very pleasant daughters.
3929,214-1,And she remarries.
3930,214-1,"and The apparently a wealthy gentleman, it was described in the book, the pictures, also has a pretty nice looking daughter who is younger than the two stepdaughters,."
3931,214-1,"and he he introduces his daughter to his his new wife and her new stepmother,."
3932,214-1,and I don't think he is ever present again in the story.
3933,214-1,Uh Somehow a grand announcement is made.
3934,214-1,"that There's going to be a big special fancy ball with local nobility,."
3935,214-1,"and the general public is is invited as well,."
3936,214-1,and Cinderella goes to her own trunk of clothes.
3937,214-1,and pulls out a very nice looking dress.
3938,214-1,"that she proposes wearing to the ball, and her two stepsisters, stepsisters,."
3939,214-1,"and her stepmother has an absolute fit, tell her no way is she going to leave the house dressed like."
3940,214-1,"And so, Uh, Cinderella takes off the dress."
3941,214-1,"and puts it away, and The stepmother."
3942,214-1,"and stepdaughters go off the ball, uh without Cinderella, who has to stay home."
3943,214-1,"There she somehow has an encounter with mice and a fairy godmother who Embellishes her with really great looking clothes, a very fancy carriage ride to the ball with and there."
3944,214-1,She's warned.
3945,214-1,that she has to leave before the stroke of midnight.
3946,214-1,or everything will disappear.
3947,214-1,"And come midnight, she hears the clock sounding,."
3948,214-1,and she flees on her own.
3949,214-1,and barely gets out of the place she.
3950,214-1,"while she's running away, she loses a slipper."
3951,214-1,And then She gets home and the prince.
3952,214-1,"Uh, finds the slipper."
3953,214-1,and announces that 's who he really wants to be.
3954,214-1,And Other Back totems Servants of the king go out through the village trying to identify.
3955,214-1,"Uh, the slipper belongs to."
3956,214-1,"And Thereupon The two step stepdaughters, stepsisters."
3957,214-1,"Cannot by any means get their foot into the slipper,."
3958,214-1,and Cinderella's slipper fits just perfectly.
3959,214-1,And She is escorted back to the palace.
3960,214-1,She's induced introduced the prince.
3961,214-1,The prince recognizes her without the the finery.
3962,214-1,And she is welcomed into the household of the king and the prince.
3963,214-1,"and Um, the, the mice celebrate."
3964,214-1,and the fairy godmother says she's done her job and everybody is perfectly happy with the results except the stepmother and the stepdaughters who uh.
3965,214-1,Take all rigged.
3966,214-1,and They were cheated.
3967,214-1,The end.
3968,81-1,"OK, so, uh, once upon a time there was a Um, young woman named Cinderella, who was hired by a family to be their housekeeper."
3969,81-1,The family consisted of a mother who was Kind of mean.
3970,81-1,And Her two daughters.
3971,81-1,"While Cinderella was kind of being adopted by the family, they put her to work as a housekeeper."
3972,81-1,"So she saw the family as her stepmother and stepsisters, that was not the relationship."
3973,81-1,Um.
3974,81-1,Because they were mean.
3975,81-1,and always made fun of her.
3976,81-1,and put her to work.
3977,81-1,"Um, one day, the mother got a notice."
3978,81-1,that there was gonna be a big ball.
3979,81-1,"And the prince was gonna be there, and the mother was so excited and she."
3980,81-1,"and her stepdaughters got ready for the ball,."
3981,81-1,and the daughters were um preparing their beautiful dresses.
3982,81-1,and excited to go to the ball.
3983,81-1,because they thought they would have an opportunity.
3984,81-1,for one of them to meet the prince.
3985,81-1,and live happily ever after.
3986,81-1,Cinderella overheard all of this.
3987,81-1,"And just wished she could go to the ball,."
3988,81-1,but thought it was impossible because she's just the maid.
3989,81-1,and she didn't have any clothes.
3990,81-1,"Um, her animal friends, she loved the animals who lived on the property."
3991,81-1,"They, um, Encouraged her."
3992,81-1,"and told her she could do it,."
3993,81-1,"and her fairy godmother appeared, I think it was her fairy godmother,."
3994,81-1,and helped her put together a beautiful outfit.
3995,81-1,I think the animals helped with the sewing of the beautiful dress.
3996,81-1,and um The fairy godmother gave her some beautiful glittery shoes.
3997,81-1,"and said, these are."
3998,81-1,"for you, you are going to look beautiful,."
3999,81-1,but the only caveat is you have to be home by midnight.
4000,81-1,"So Cinderella agreed, she got dressed, she went to the ball."
4001,81-1,and looked beautiful.
4002,81-1,um her stepsisters and stepmother were there.
4003,81-1,"And they were all appalled that she could be there, and how could she be there in her beautiful dress, um, and lo."
4004,81-1,"and behold, the prince saw Cinderella."
4005,81-1,and immediately fell in love with her.
4006,81-1,and Wanted to be with her.
4007,81-1,"And marry her, um, but Cinderella was so flustered."
4008,81-1,"that um she almost forgot about her, um, curfew of midnight."
4009,81-1,"So it was just about to Turn 12 midnight,."
4010,81-1,"and so she ran out of there in time to get home,."
4011,81-1,"but in her haste, her shoe fell off."
4012,81-1,"Um,."
4013,81-1,that was left behind.
4014,81-1,as she ran all the way home.
4015,81-1,So she got back home.
4016,81-1,She was feeling sad.
4017,81-1,that she couldn't have Stayed longer with the prince.
4018,81-1,The sisters and the stepmother were all mad that she was there.
4019,81-1,And lo.
4020,81-1,"and behold, there was a knock on the door, and it was the prince, and the mother and the stepmother and stepsisters were so excited."
4021,81-1,that the prince came back.
4022,81-1,"and he said, I want to, um, see Cinderella."
4023,81-1,"I, I met her at the ball."
4024,81-1,She left her shoe behind.
4025,81-1,and I'm bringing it back to her.
4026,81-1,And then Cinderella came out.
4027,81-1,"and she, oh wait, now let me go back."
4028,81-1,"He said, I have this shoe."
4029,81-1,and I want to be with the person.
4030,81-1,that this shoe fits.
4031,81-1,So the two stepsisters tried it on.
4032,81-1,"and it, it didn't fit, and they were so upset."
4033,81-1,And then Cinderella came out.
4034,81-1,and he asked Cinderella to try on the shoe.
4035,81-1,"and the stepsister said, Well, that 's ridiculous, it's not gonna fit her."
4036,81-1,"Um,."
4037,81-1,but it did.
4038,81-1,"So the prince knew that she was the one he wanted to be with,."
4039,81-1,and he asked.
4040,81-1,"Cinderella to marry him,."
4041,81-1,"and she said yes,."
4042,81-1,and they lived happily ever after.
4043,wright02a,OK.
4044,wright02a,"Once upon a time, long, long ago in the land of make-believe."
4045,wright02a,There was a man who had lost his wife.
4046,wright02a,"had a young daughter, a sweet young woman."
4047,wright02a,Sweet young girl by the name of Cinderella.
4048,wright02a,He decided it was time.
4049,wright02a,"that he got, took a wife for himself."
4050,wright02a,and got a mother for Cinderella.
4051,wright02a,because she needed a woman.
4052,wright02a,as she was growing.
4053,wright02a,The mother.
4054,wright02a,And so he married.
4055,wright02a,"A widow, a lady who did not have a husband."
4056,wright02a,but had two young daughters.
4057,wright02a,The woman who was Cinderella's stepmother.
4058,wright02a,Came into the household.
4059,wright02a,and decided that Cinderella.
4060,wright02a,was just not going to.
4061,wright02a,Cut the ice with her.
4062,wright02a,And she banished her.
4063,wright02a,"To the kitchen to do lots of chores, lots of jobs,."
4064,wright02a,and her told her own two little girls who were really nasty little brats.
4065,wright02a,"Got to sit around, get lots of new clothes,."
4066,wright02a,and do nothing all day long.
4067,wright02a,while Cinderella worked.
4068,wright02a,and worked.
4069,wright02a,and cleaned.
4070,wright02a,and cooked.
4071,wright02a,"But she had her little cat whom she loved,."
4072,wright02a,and the cat kept her company.
4073,wright02a,and helped as much.
4074,wright02a,as she could.
4075,wright02a,And this went on.
4076,wright02a,Daddy was completely unaware.
4077,wright02a,He did not know what was going on.
4078,wright02a,And so he blithely went along his way.
4079,wright02a,"Enjoying his wife, his two stepchildren, and every once in a."
4080,wright02a,"while seeing his daughter, who was so sweet."
4081,wright02a,and didn't complain to.
4082,wright02a,"Meanwhile, in this kingdom."
4083,wright02a,that they lived so long ago and far The king.
4084,wright02a,and queen decided that their oldest son.
4085,wright02a,Need to get married.
4086,wright02a,It was time.
4087,wright02a,"And so they planned a great ball, which is a big, big party with lots of dancing and music and people."
4088,wright02a,And they send out a herald that is a messenger.
4089,wright02a,Told everyone throughout the land.
4090,wright02a,"that all the single girls were to come, all the single young women,."
4091,wright02a,"because they had to be old enough to get married, to come to this big fancy party in their prettiest dresses."
4092,wright02a,"And so the stepmother heard about this and was very, very excited."
4093,wright02a,because maybe one of her girls could marry the prince.
4094,wright02a,And she plotted.
4095,wright02a,and planned.
4096,wright02a,and got the girls the most gorgeous dresses she could get.
4097,wright02a,"Meanwhile, poor Cinderella didn't get."
4098,wright02a,Wasn't going to get to go.
4099,wright02a,"Her stepmother said, No, you have to help me get the girls ready."
4100,wright02a,"and dressed,."
4101,wright02a,and then you have work to do.
4102,wright02a,"Keep this house clean, you have to make sure."
4103,wright02a,that it is *** and span when the prince comes to claim his bride.
4104,wright02a,"Poor Cinderella, after the, Girls."
4105,wright02a,and their stepmother left for the ball.
4106,wright02a,She sat.
4107,wright02a,and sat.
4108,wright02a,and cried.
4109,wright02a,She wanted to go to this fancy party also.
4110,wright02a,All of a sudden A light started shining.
4111,wright02a,"And a balloon came down,."
4112,wright02a,and it got bigger and bigger and brighter.
4113,wright02a,She heard a giggle.
4114,wright02a,And she looked and there in front of her was his Sweet little bouncy bubbly lady.
4115,wright02a,"Why are you crying, Cinderella asked."
4116,wright02a,This sweet bouncy bubble lady.
4117,wright02a,Because I wanna go to the ball.
4118,wright02a,To this fancy party where the prince is going to be.
4119,wright02a,and dance with everybody.
4120,wright02a,Well We'll have to see about.
4121,wright02a,"And by the way, Just so you know, I am your very godmother,."
4122,wright02a,"and I am going to help you see, get to the ball."
4123,wright02a,"Now, let's see."
4124,wright02a,We gotta get you a coach.
4125,wright02a,We gotta get you some clothes.
4126,wright02a,"We gotta, we gotta, we gotta, we got, OK?"
4127,wright02a,"Now, Cinderella, you go outside."
4128,wright02a,and get me a pumpkin.
4129,wright02a,There should be some sins.
4130,wright02a,This is still the season.
4131,wright02a,for growing.
4132,wright02a,"Bring it to, no, leave it outside."
4133,wright02a,Don't bring it inside.
4134,wright02a,And We need to get you some clothes.
4135,wright02a,"Well, we'll worry about that eventually, OK?"
4136,wright02a,"Now, Outside we go."
4137,wright02a,Went outside.
4138,wright02a,And she took her wand.
4139,wright02a,Said some funny little words and lo.
4140,wright02a,and behold there was his great big orange coach.
4141,wright02a,Says fairy godmother.
4142,wright02a,How are we going to get this to go?
4143,wright02a,Haven't invented cars yet.
4144,wright02a,Haven't invented any motors yet.
4145,wright02a,I have to do something.
4146,wright02a,Horses worked.
4147,wright02a,"that OK, hey, you there over there, you dog."
4148,wright02a,"Come here, come here, come here, come here."
4149,wright02a,OK.
4150,wright02a,"Few more magic words, we had this beautiful horse."
4151,wright02a,"Now we need a coachman, says the fairy gun."
4152,wright02a,"OK, kitten."
4153,wright02a,You'll do nicely.
4154,wright02a,That sells a nice handsome.
4155,wright02a,But they're always a cute kitten.
4156,wright02a,"Should be a handsome cat, and very handsome, uh."
4157,wright02a,Coachman.
4158,wright02a,"Well, thank you, fairy godmother, says Cinderella,."
4159,wright02a,but I can't go in these rags.
4160,wright02a,"Oh yeah, we can do something about you."
4161,wright02a,"OK, OK, OK, OK, OK."
4162,wright02a,Said a few more magic words.
4163,wright02a,And lo.
4164,wright02a,"and behold there was Cinderella in a gorgeous gown, her hair."
4165,wright02a,Beautifully.
4166,wright02a,Lovely.
4167,wright02a,Outfit?
4168,wright02a,"Sweet, beautiful princess."
4169,wright02a,OK.
4170,wright02a,"OK, now you have to understand, says the fairy godmother, my magic only works a little bit, for a little bit of time."
4171,wright02a,"So go along, have a good time, dance with the prince,."
4172,wright02a,"but remember, When it starts, when the clock strikes 12:00, Everything goes back to the way it was."
4173,wright02a,"OK, I'll remember."
4174,wright02a,"And off she goes, makes her grand entrance because she's late."
4175,wright02a,The prince sees her and dances with her.
4176,wright02a,Dance after dance after dance.
4177,wright02a,Everybody is wondering who is this beautiful young lady.
4178,wright02a,The stepsisters don't recognize her.
4179,wright02a,The stepmother doesn't recognize her.
4180,wright02a,"They have never seen her, so nice and pretty and clean and all dressed up."
4181,wright02a,Cinderella is having a wonderful time.
4182,wright02a,All of a sudden.
4183,wright02a,Clock starts to strike 12.
4184,wright02a,"Oh, she remembers."
4185,wright02a,"Gotta go, gotta go, she tells the prince and scoots off."
4186,wright02a,"Runs and runs, but the prince is so startled."
4187,wright02a,"He doesn't Realize what's happening,."
4188,wright02a,and she gets all the way out from the palace.
4189,wright02a,Before the clock finished striking.
4190,wright02a,The coach disappears.
4191,wright02a,Her beautiful dress disappears.
4192,wright02a,"Everything,."
4193,wright02a,"as she had been running, she lost her shoe."
4194,wright02a,Now.
4195,wright02a,"for some reason, it does not change back."
4196,wright02a,Before you ask me why.
4197,wright02a,"that doesn't happen, I had kids who, uh, Ask questions."
4198,wright02a,"So, she keeps running."
4199,wright02a,"Eventually, she gets home."
4200,wright02a,Back to her heart.
4201,wright02a,The pumpkin cyst squashed.
4202,wright02a,The prince has only the shoe.
4203,wright02a,But he has fallen in love with Cinderella.
4204,wright02a,A proclamation goes out the next day.
4205,wright02a,"He wishes to see every woman, every young woman in the."
4206,wright02a,Kingdom.
4207,wright02a,And whoever's foot.
4208,wright02a,that glass slipper fits.
4209,wright02a,Will be his bride.
4210,wright02a,And so he goes around all.
4211,wright02a,"And so his messenger goes all around the country, trying."
4212,wright02a,"Some's too big, too narrow, too wide, too small, too this, too."
4213,wright02a,that Gets to the house of Cinderella.
4214,wright02a,Older stepsister trazodone?
4215,wright02a,She can't squeeze her foot in.
4216,wright02a,Her mother tries.
4217,wright02a,and they push.
4218,wright02a,and they push.
4219,wright02a,and it doesn't fit.
4220,wright02a,"The other sister says, try."
4221,wright02a,They push.
4222,wright02a,and they squeeze.
4223,wright02a,and they push.
4224,wright02a,"and they squeeze,."
4225,wright02a,and they still can't get her foot in there.
4226,wright02a,Massachusetts.
4227,wright02a,Is there anybody else around?
4228,wright02a,I have tried everybody in the kingdom.
4229,wright02a,"No, says the stepmother."
4230,wright02a,There's nobody else.
4231,wright02a,"At that point, Cinderella peeks around the corner."
4232,wright02a,And the messenger sees her.
4233,wright02a,"Well, here's a young lady."
4234,wright02a,Let us Let me try you.
4235,wright02a,We've got to try it.
4236,wright02a,"The princes, everybody, even."
4237,wright02a,"though the stepmother is saying, no, she's nothing, she's nothing."
4238,wright02a,"So, Cinderella comes in the room."
4239,wright02a,Slips her foot in easily into the glass slipper.
4240,wright02a,"It's not too big, it's not too small, not too wide, not too narrow."
4241,wright02a,"The messenger says, Proclaim, I have found the princess."
4242,wright02a,Prince.
4243,wright02a,The prince comes to claim Cinderella.
4244,wright02a,And they get married.
4245,wright02a,and live happily ever after.
4246,wright02a,"And yes, the stepsisters."
4247,wright02a,Mended their ways.
4248,wright02a,"And really became nice little girl, nice girls."
4249,wright02a,"Instead of the mean, spiteful ones."
4250,wright02a,that they had been.
4251,wright02a,20 minutes.
4252,wright02a,It's very de that 's great.
4253,neural24-1,"Once upon a time, there was a little girl named Cinderella, whose mother died when she was little."
4254,neural24-1,"and she lived with her father,."
4255,neural24-1,and he decided he would get remarried.
4256,neural24-1,"So he married a lady who had two little girls,."
4257,neural24-1,and they became her stepsisters.
4258,neural24-1,"But then he died,."
4259,neural24-1,"and they grew up, and the stepsisters were very mean to Cinderella."
4260,neural24-1,They made her do all the chores in the house.
4261,neural24-1,"Well,."
4262,neural24-1,and her stepmother made her do it too.
4263,neural24-1,She had to do all the cooking and the cleaning.
4264,neural24-1,and taking care of their clothes.
4265,neural24-1,"And doing their laundry, and she, she was very sad."
4266,neural24-1,But then one day she was looking out the window.
4267,neural24-1,"and saw the castle in the distance,."
4268,neural24-1,and thought there had to be something better out there.
4269,neural24-1,And lo.
4270,neural24-1,"and behold, they got a letter."
4271,neural24-1,There was going to be a ball.
4272,neural24-1,It was time for the prince to get married.
4273,neural24-1,The king decided he had to get his son married.
4274,neural24-1,So they were all excited.
4275,neural24-1,"and getting ready to go to the ball,."
4276,neural24-1,"and Cinderella wanted to go to the ball,."
4277,neural24-1,"but her stepmother said, no, no, no, that 's not for you."
4278,neural24-1,You've got work to do here.
4279,neural24-1,But Cinderella had lots of animal friends from being nice to them.
4280,neural24-1,"and growing up with them, and they, the mice."
4281,neural24-1,"and the birds, they all made her a beautiful gown,."
4282,neural24-1,and she put it on.
4283,neural24-1,and she ran down to say that she was ready to go to the ball too.
4284,neural24-1,"But her stepsisters were very mean,."
4285,neural24-1,and they ripped.
4286,neural24-1,"and they tore her dress,."
4287,neural24-1,"and they, she couldn't go."
4288,neural24-1,"cause she didn't have anything to wear,."
4289,neural24-1,"and they went off to the ball,."
4290,neural24-1,"and she was crying,."
4291,neural24-1,"and she went up to her room,."
4292,neural24-1,and she found an old book in a in a chest.
4293,neural24-1,And lo.
4294,neural24-1,"and behold, she had a fairy godmother,."
4295,neural24-1,and the fairy godmother decided to help her go to the ball.
4296,neural24-1,"So she made her a dress,."
4297,neural24-1,"and then she made her a carriage and um a carriage driver and footman,."
4298,neural24-1,"and off she went to the ball with her beautiful dress and her glass slippers,."
4299,neural24-1,and she went to the ball.
4300,neural24-1,"and the prince fell madly in love with her at the ball,."
4301,neural24-1,and they danced.
4302,neural24-1,and they danced.
4303,neural24-1,"and they danced, and her stepsisters were very jealous and very angry."
4304,neural24-1,"And then the clock struck midnight,."
4305,neural24-1,"and oh no, Cinderella knew."
4306,neural24-1,that the fairy godmother had told her.
4307,neural24-1,"that at midnight, all the magic would vanish,."
4308,neural24-1,and she would go back to the way she was before.
4309,neural24-1,"So when the clock started striking midnight, she ran, she ran down the stairs."
4310,neural24-1,and ran away from the castle.
4311,neural24-1,"And on the way down, she'd lost one of her shoes on the steps,."
4312,neural24-1,"but she made it out,."
4313,neural24-1,and she made it home just in time.
4314,neural24-1,All she was left with was one slipper of her glass slipper to remind her of the night she'd had at the castle.
4315,neural24-1,"Well, the prince was determined."
4316,neural24-1,"that he was going to find his princess, the girl who wore the glass slipper."
4317,neural24-1,So they searched all over the countryside to find somebody whose foot would fit the glass slipper.
4318,neural24-1,"And they went to every house all over the countryside,."
4319,neural24-1,"and they finally got to Cinderella's house,."
4320,neural24-1,"and the stepsisters tried on the glass slipper,."
4321,neural24-1,but it didn't fit them.
4322,neural24-1,"So they started to leave, when all of a sudden Cinderella said, Here I am too."
4323,neural24-1,"And she tried on the glass slipper,."
4324,neural24-1,"and it fit,."
4325,neural24-1,and the prince knew he'd found his princess forever.
4326,neural24-1,The end.
4327,neural2-1,"OK, so the story begins with a young girl who lives with her father,."
4328,neural2-1,"as in many of the stories, the mother seems to be missing."
4329,neural2-1,and has died or something.
4330,neural2-1,"that So, so, uh, the father decides to remarry to a woman known in the story as the stepmother, wicked stepmother, who happens to have two daughters."
4331,neural2-1,"Uh, the stepsisters,."
4332,neural2-1,"and they move in,."
4333,neural2-1,"and after which point, um, I think I've forgotten the actual order of it,."
4334,neural2-1,but it seems.
4335,neural2-1,"like the something happens with the father And it's just the four of them,."
4336,neural2-1,"and uh the Cinderella doesn't really have anyone anymore, she just has the the Animals who are her friends,."
4337,neural2-1,because otherwise she's cleaning the house.
4338,neural2-1,"and taking care of the wicked stepmother and the wicked stepsisters,."
4339,neural2-1,"and they, uh, take care, they, they, they kind of are quite selfish."
4340,neural2-1,"and do whatever they want,."
4341,neural2-1,"and then, um, from there, oh, there's the castle, uh, far, far away,."
4342,neural2-1,"and one day they hear the the stepmother hears of this announcement she reads in the book about how, oh, yes, it looks."
4343,neural2-1,"like the prince is looking for someone to marry,."
4344,neural2-1,and they're going to have all of these young women come to the A castle for a ball.
4345,neural2-1,"So, Cinderella gets her lovely outfit made by herself and the animals."
4346,neural2-1,"No, no,."
4347,neural2-1,"that one was made by herself,."
4348,neural2-1,"and then, uh, she Go."
4349,neural2-1,"and Gets ready to go, and then the wicked stepmother and the stepsisters are ready to go,."
4350,neural2-1,"but then they say, oh no, you're not going to go,."
4351,neural2-1,"and they rip all of her clothes off,."
4352,neural2-1,and then she's crying and very upset.
4353,neural2-1,"and goes upstairs, and is in her room,."
4354,neural2-1,"and then the, uh, I think, uh, this part is a little bit hazy, um."
4355,neural2-1,"And maybe she goes out to a garden actually,."
4356,neural2-1,that 's when she meets Her fairy godmother.
4357,neural2-1,And it seems?
4358,neural2-1,"like she sings a song with bippity boppity boo, is that it?"
4359,neural2-1,or maybe another fairy tale.
4360,neural2-1,"Anyway, so she, she waves her wand."
4361,neural2-1,"and then her, her dog becomes a Does her dog become a horse or one of the carriage men, and then the mice."
4362,neural2-1,"The mice turn into something,."
4363,neural2-1,"and then there, there, the pumpkin becomes her carriage."
4364,neural2-1,"And then the rule was that after at midnight, you must be out of there."
4365,neural2-1,because the magic will wear off.
4366,neural2-1,"And she also gives her this beautiful white dress and a crown, and glass slippers,."
4367,neural2-1,"and then she goes off to the, to the castle or the palace,."
4368,neural2-1,"and , of course, the prince immediately falls in love with her."
4369,neural2-1,and wants to dance with her all night long.
4370,neural2-1,And the stepsisters.
4371,neural2-1,"and the stepmother do not even recognize her,."
4372,neural2-1,or everyone is watching.
4373,neural2-1,"and saying, who is that beautiful young woman, we don't know who she is."
4374,neural2-1,"And then, um, this clock starts to strike."
4375,neural2-1,"Midnight,."
4376,neural2-1,"and they, so she has to run out."
4377,neural2-1,and she leaves the prince alone.
4378,neural2-1,"And the, the one of the prince's helpers goes chasing after her,."
4379,neural2-1,"and she's running down the stairs very quickly, loses one of her glass slippers,."
4380,neural2-1,"and then Go charging away to get back to the house,."
4381,neural2-1,and then the uh magic wears off and she suddenly is just Cinderella once again.
4382,neural2-1,"So then when she gets back home, Um, I think."
4383,neural2-1,"as the story goes from the picture book, it seemed."
4384,neural2-1,like then uh they were trying to find who this beautiful young woman was and all they had was a glass slipper.
4385,neural2-1,"And From the picture book, it looked."
4386,neural2-1,"like there was a Um, oh yes, yes, yes."
4387,neural2-1,"In the picture book, there was a man with a glass slipper,."
4388,neural2-1,and it looked.
4389,neural2-1,"like he fell with a pillow,."
4390,neural2-1,and I'm kind of assuming from that storybook.
4391,neural2-1,that maybe he broke it.
4392,neural2-1,"But then I think Cinderella had the other glass slipper, so she must have come out with."
4393,neural2-1,But I remember from the story growing up that the older.
4394,neural2-1,"That the stepsisters tried to stick their big old feet in it,."
4395,neural2-1,"and they didn't fit,."
4396,neural2-1,"but I didn't see that in the in the storybook,."
4397,neural2-1,but I just remember.
4398,neural2-1,"And uh then, of course, they realized, oh, it must be her."
4399,neural2-1,"because her foot fits in the slipper,."
4400,neural2-1,"and then it all was solved,."
4401,neural2-1,and uh she went off to live with the prince.
4402,neural2-1,and lived happily ever after.
4403,neural19-1,"OK, so , Cinderella."
4404,neural19-1,was a maid.
4405,neural19-1,In the home of A woman and her two daughters.
4406,neural19-1,"Cinderella was very beautiful, but the woman and her daughters whom she served were ugly."
4407,neural19-1,"Um, Cinderella did things."
4408,neural19-1,like serving tea.
4409,neural19-1,And The women whom she served were not very appreciative.
4410,neural19-1,They were pretty snarky.
4411,neural19-1,"Um, She would sit by her window."
4412,neural19-1,"And from her room, she had a direct view to the castle in the distance,."
4413,neural19-1,and she often dreamed of a better life.
4414,neural19-1,She had a mystical way with animals.
4415,neural19-1,"although she was lonely, She had friends who were the animals in the barn."
4416,neural19-1,"And also, um, Some mice And some birds."
4417,neural19-1,"Bluebirds, specifically."
4418,neural19-1,"Uh, one day a proclamation came."
4419,neural19-1,and the prince was having a ball.
4420,neural19-1,And the woman.
4421,neural19-1,"and her two daughters were invited,."
4422,neural19-1,and Cinderella got very excited.
4423,neural19-1,and dreamed of the possibility.
4424,neural19-1,"of going, of course, she was not on the invitation list,."
4425,neural19-1,nor did she have the right clothes.
4426,neural19-1,"So , these magical mice got together."
4427,neural19-1,And they showed Cinderella a special magic chest.
4428,neural19-1,Where Wishes come true.
4429,neural19-1,And she wished for.
4430,neural19-1,A gown.
4431,neural19-1,"And a gown was made and a necklace,."
4432,neural19-1,"that actually she could go to the ball, but one."
4433,neural19-1,of these Young women ripped the necklace from her.
4434,neural19-1,And she was very discouraged.
4435,neural19-1,She felt.
4436,neural19-1,that she couldn't attend.
4437,neural19-1,And The mice intervened again.
4438,neural19-1,and brought her.
4439,neural19-1,A wise old Fairy godmother.
4440,neural19-1,"And the godmother said, I will make you a beautiful gown and slippers and a pumpkin coach."
4441,neural19-1,that you can attend the ball.
4442,neural19-1,"But there's only one stipulation, the, the, the spell will only last until the stroke of midnight."
4443,neural19-1,"So you, you must be back before the stroke of midnight."
4444,neural19-1,or the illusion will um be broken.
4445,neural19-1,So she went to the ball.
4446,neural19-1,"and she danced with the prince,."
4447,neural19-1,and they had a wonderful time.
4448,neural19-1,But she looked up.
4449,neural19-1,"and noticed it was almost midnight,."
4450,neural19-1,so she quickly ran away.
4451,neural19-1,But in the process.
4452,neural19-1,"of exiting, she left her, her glass slipper behind."
4453,neural19-1,But she managed to make it home with one slipper.
4454,neural19-1,Just.
4455,neural19-1,as the pumpkin coach was turning back into a pumpkin.
4456,neural19-1,So she resumed her work as a maid.
4457,neural19-1,"And a while later, Um, A messenger from the prince came."
4458,neural19-1,"and he was making calls to the different homes in the kingdom, trying to find someone."
4459,neural19-1,Who fit the glass slipper.
4460,neural19-1,"And when he knocked on the door, the older woman and her daughters were very excited."
4461,neural19-1,"They hoped that they could, could maybe be the match,."
4462,neural19-1,"but alas, their, their feet didn't work."
4463,neural19-1,But the slipper fits Cinderella perfectly.
4464,neural19-1,"So , Her, her destiny was revealed."
4465,neural19-1,She was this lovely princess.
4466,neural19-1,She reunited with the prince.
4467,neural19-1,And she was introduced.
4468,neural19-1,"Um, At home."
4469,neural19-1,She lived with her dog and the prince.
4470,neural19-1,"If the shoe fits, wear it."
4471,77-1,Looked at.
4472,77-1,OK.
4473,77-1,I will recap.
4474,77-1,OK.
4475,77-1,"So, there's this really sweet woman, young woman named Cinderella,."
4476,77-1,"and her mother died, we don't know when."
4477,77-1,"And her father remarried this real Karen, um, and her two daughters, which are referred to as her ugly stepsisters, That 's not very nice."
4478,77-1,"Um,."
4479,77-1,and her father introduces her to them.
4480,77-1,and she's trying to be really sweet.
4481,77-1,And the minute dad goes away.
4482,77-1,"Um, Stepmother."
4483,77-1,Let's Cinderella have it.
4484,77-1,"by telling her that basically she's their servant now, and everybody's really mean to her, but she's friends with all the animals and they're sort of comforting to her."
4485,77-1,"So, um, she's looking out, she looks out the window."
4486,77-1,"and she sees the Prince's castle in the distance, and it's all very Wistful."
4487,77-1,And then the stepmother.
4488,77-1,and the daughters receive an invitation to a ball.
4489,77-1,"because the prince's father said, you gotta pick a wife."
4490,77-1,Cause I'm not getting any younger.
4491,77-1,and you're gonna be king.
4492,77-1,and you gotta have a life.
4493,77-1,So they decide to have a ball.
4494,77-1,"and invite all the ladies of the land,."
4495,77-1,and Cinderella gets all excited.
4496,77-1,"and she has a, she makes a dress, I'm mixing up the book and the cartoon and the, but um."
4497,77-1,She's got these little mice.
4498,77-1,"that help her,."
4499,77-1,"and they're all fixing things up for her,."
4500,77-1,and she looks really pretty.
4501,77-1,And then she's all set to go to the ball with them.
4502,77-1,"and they say, uh nothing doing,."
